有價證券代號及名稱,國際證券辨識號碼(ISIN,Code),上市日,市場別,產業別,CFICode,備註
上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證,上櫃認購(售)權證
737466,台半國票27購02,TW22Z7374665,2022/12/08,上櫃,,RWSCCA,
737467,宏捷科國票27購02,TW22Z7374673,2022/12/08,上櫃,,RWSCCA,
737468,亞信國票27購01,TW22Z7374681,2022/12/08,上櫃,,RWSCCA,
737469,胡連國票27購01,TW22Z7374699,2022/12/08,上櫃,,RWSCCA,
737470,閎康國票27購01,TW22Z7374707,2022/12/08,上櫃,,RWSCCA,
737471,萬潤國票27購01,TW22Z7374715,2022/12/08,上櫃,,RWSCCA,
737472,漢磊國票26購01,TW22Z7374723,2022/12/08,上櫃,,RWSCCA,
737473,精華國票27購01,TW22Z7374731,2022/12/08,上櫃,,RWSCCA,
737474,雙鴻國票27購01,TW22Z7374749,2022/12/08,上櫃,,RWSCCA,
737475,宜特元富29購01,TW22Z7374756,2022/12/08,上櫃,,RWSCCA,
737476,大宇資凱基27購01,TW22Z7374764,2022/12/08,上櫃,,RWSCCA,
737477,昇達科凱基27購01,TW22Z7374772,2022/12/08,上櫃,,RWSCCA,
737478,茂達凱基29購01,TW22Z7374780,2022/12/08,上櫃,,RWSCCA,
737479,神準凱基26購01,TW22Z7374798,2022/12/08,上櫃,,RWSCCA,
737480,晶宏凱基29購01,TW22Z7374806,2022/12/08,上櫃,,RWSCCA,
737481,智擎凱基29購02,TW22Z7374814,2022/12/08,上櫃,,RWSCCA,
737482,精測凱基27購01,TW22Z7374822,2022/12/08,上櫃,,RWSCCA,
737483,驊訊凱基28購01,TW22Z7374830,2022/12/08,上櫃,,RWSCCA,
737484,大學光中信28購01,TW22Z7374848,2022/12/08,上櫃,,RWSCCE,
737485,精華中信26購01,TW22Z7374855,2022/12/08,上櫃,,RWSCCE,
737486,網家中信28購01,TW22Z7374863,2022/12/08,上櫃,,RWSCCE,
737487,緯軟中信26購01,TW22Z7374871,2022/12/08,上櫃,,RWSCCE,
737488,正基永豐27購01,TW22Z7374889,2022/12/08,上櫃,,RWSCCA,
737489,良維永豐29購01,TW22Z7374897,2022/12/08,上櫃,,RWSCCA,
737490,欣銓永豐27購01,TW22Z7374905,2022/12/08,上櫃,,RWSCCA,
737491,茂達永豐27購01,TW22Z7374913,2022/12/08,上櫃,,RWSCCA,
737492,華景電永豐27購02,TW22Z7374921,2022/12/08,上櫃,,RWSCCA,
737493,榮剛永豐27購01,TW22Z7374939,2022/12/08,上櫃,,RWSCCA,
737494,精華永豐27購01,TW22Z7374947,2022/12/08,上櫃,,RWSCCA,
737495,德微永豐27購01,TW22Z7374954,2022/12/08,上櫃,,RWSCCA,
737496,立端元大26購02,TW22Z7374962,2022/12/08,上櫃,,RWSCCA,
737497,昇達科元大26購01,TW22Z7374970,2022/12/08,上櫃,,RWSCCA,
737498,茂達元大26購01,TW22Z7374988,2022/12/08,上櫃,,RWSCCA,
737499,振曜元大26購02,TW22Z7374996,2022/12/08,上櫃,,RWSCCA,
737500,智擎元大26購03,TW22Z7375001,2022/12/08,上櫃,,RWSCCA,
737501,鈊象元大26購03,TW22Z7375019,2022/12/08,上櫃,,RWSCCA,
737502,榮剛元大26購02,TW22Z7375027,2022/12/08,上櫃,,RWSCCA,
737503,群聯兆豐28購01,TW22Z7375035,2022/12/08,上櫃,,RWSCCA,
737504,中美晶富邦28購01,TW22Z7375043,2022/12/08,上櫃,,RWSCCA,
737505,先進光富邦27購01,TW22Z7375050,2022/12/08,上櫃,,RWSCCA,
737506,旺矽富邦28購01,TW22Z7375068,2022/12/08,上櫃,,RWSCCA,
737507,群聯富邦29購01,TW22Z7375076,2022/12/08,上櫃,,RWSCCA,
737508,鈺創富邦28購01,TW22Z7375084,2022/12/08,上櫃,,RWSCCA,
737509,碩禾富邦27購01,TW22Z7375092,2022/12/08,上櫃,,RWSCCA,
737510,聯亞富邦28購01,TW22Z7375100,2022/12/08,上櫃,,RWSCCA,
737511,大學光群益26購01,TW22Z7375118,2022/12/08,上櫃,,RWSCCA,
737512,元太群益26購05,TW22Z7375126,2022/12/08,上櫃,,RWSCCA,
737513,光頡群益28購01,TW22Z7375134,2022/12/08,上櫃,,RWSCCA,
737514,昇達科群益26購01,TW22Z7375142,2022/12/08,上櫃,,RWSCCA,
737515,信驊群益26購02,TW22Z7375159,2022/12/08,上櫃,,RWSCCA,
737516,創惟群益26購01,TW22Z7375167,2022/12/08,上櫃,,RWSCCA,
737517,華景電群益27購01,TW22Z7375175,2022/12/08,上櫃,,RWSCCA,
737518,鈺創群益27購01,TW22Z7375183,2022/12/08,上櫃,,RWSCCA,
737519,廣積群益26購02,TW22Z7375191,2022/12/08,上櫃,,RWSCCA,
737520,聯亞群益27購01,TW22Z7375209,2022/12/08,上櫃,,RWSCCA,
737521,金居麥證26購01,TW22Z7375217,2022/12/09,上櫃,,RWSCCE,
737522,鈊象麥證26購01,TW22Z7375225,2022/12/09,上櫃,,RWSCCE,
737523,精華麥證26購01,TW22Z7375233,2022/12/09,上櫃,,RWSCCE,
737524,91APP*國票27購01,TW22Z7375241,2022/12/09,上櫃,,RWSCCA,
737525,M31國票27購02,TW22Z7375258,2022/12/09,上櫃,,RWSCCA,
737526,大宇資國票27購01,TW22Z7375266,2022/12/09,上櫃,,RWSCCA,
737527,同致國票26購01,TW22Z7375274,2022/12/09,上櫃,,RWSCCA,
737528,閎康國票27購02,TW22Z7375282,2022/12/09,上櫃,,RWSCCA,
737529,台半康和26購02,TW22Z7375290,2022/12/09,上櫃,,RWSCCA,
737530,群聯康和26購01,TW22Z7375308,2022/12/09,上櫃,,RWSCCA,
737531,大江元富29購01,TW22Z7375316,2022/12/09,上櫃,,RWSCCA,
737532,大江元富29購02,TW22Z7375324,2022/12/09,上櫃,,RWSCCA,
737533,精華元富26購01,TW22Z7375332,2022/12/09,上櫃,,RWSCCA,
737534,大江凱基26購02,TW22Z7375340,2022/12/09,上櫃,,RWSCCA,
737535,大江凱基27購02,TW22Z7375357,2022/12/09,上櫃,,RWSCCA,
737536,中探針凱基26購01,TW22Z7375365,2022/12/09,上櫃,,RWSCCA,
737537,宏觀凱基27購01,TW22Z7375373,2022/12/09,上櫃,,RWSCCA,
737538,良維凱基28購01,TW22Z7375381,2022/12/09,上櫃,,RWSCCA,
737539,亞信凱基26購02,TW22Z7375399,2022/12/09,上櫃,,RWSCCA,
737540,建達凱基26購01,TW22Z7375407,2022/12/09,上櫃,,RWSCCA,
737541,廣積凱基26購01,TW22Z7375415,2022/12/09,上櫃,,RWSCCA,
737542,雙鴻凱基27購02,TW22Z7375423,2022/12/09,上櫃,,RWSCCA,
737543,大江富邦28購01,TW22Z7375431,2022/12/09,上櫃,,RWSCCA,
737544,大學光富邦28購01,TW22Z7375449,2022/12/09,上櫃,,RWSCCA,
737545,美琪瑪中信27購01,TW22Z7375456,2022/12/09,上櫃,,RWSCCE,
737546,家登中信26購01,TW22Z7375464,2022/12/09,上櫃,,RWSCCE,
737547,聯亞中信26購01,TW22Z7375472,2022/12/09,上櫃,,RWSCCE,
737548,寶雅中信26購01,TW22Z7375480,2022/12/09,上櫃,,RWSCCE,
737549,北基永豐26購01,TW22Z7375498,2022/12/09,上櫃,,RWSCCA,
737550,立端永豐27購01,TW22Z7375506,2022/12/09,上櫃,,RWSCCA,
737551,健喬永豐27購01,TW22Z7375514,2022/12/09,上櫃,,RWSCCA,
737552,鈊象永豐26購02,TW22Z7375522,2022/12/09,上櫃,,RWSCCA,
737553,達爾膚永豐26購01,TW22Z7375530,2022/12/09,上櫃,,RWSCCA,
737554,鈺創永豐27購01,TW22Z7375548,2022/12/09,上櫃,,RWSCCA,
737555,M31國泰28購01,TW22Z7375555,2022/12/09,上櫃,,RWSCCA,
737556,創惟國泰28購01,TW22Z7375563,2022/12/09,上櫃,,RWSCCA,
737557,M31元大26購04,TW22Z7375571,2022/12/09,上櫃,,RWSCCA,
737558,M31元大26購05,TW22Z7375589,2022/12/09,上櫃,,RWSCCA,
737559,M31元大2A購01,TW22Z7375597,2022/12/09,上櫃,,RWSCCA,
737560,大江元大26購02,TW22Z7375605,2022/12/09,上櫃,,RWSCCA,
737561,大江元大26購03,TW22Z7375613,2022/12/09,上櫃,,RWSCCA,
737562,台半元大26購03,TW22Z7375621,2022/12/09,上櫃,,RWSCCA,
737563,同致元大26購03,TW22Z7375639,2022/12/09,上櫃,,RWSCCA,
737564,宏觀元大26購02,TW22Z7375647,2022/12/09,上櫃,,RWSCCA,
737565,旺矽元大26購02,TW22Z7375654,2022/12/09,上櫃,,RWSCCA,
737566,茂達元大26購02,TW22Z7375662,2022/12/09,上櫃,,RWSCCA,
737567,精華元大26購01,TW22Z7375670,2022/12/09,上櫃,,RWSCCA,
737568,精華元大26購02,TW22Z7375688,2022/12/09,上櫃,,RWSCCA,
737569,聯亞元大26購02,TW22Z7375696,2022/12/09,上櫃,,RWSCCA,
737570,藏壽司元大28購01,TW22Z7375704,2022/12/09,上櫃,,RWSCCA,
737571,元太群益26購06,TW22Z7375712,2022/12/09,上櫃,,RWSCCA,
737572,台燿群益26購02,TW22Z7375720,2022/12/09,上櫃,,RWSCCA,
737573,波若威群益27購02,TW22Z7375738,2022/12/09,上櫃,,RWSCCA,
737574,威剛群益26購01,TW22Z7375746,2022/12/09,上櫃,,RWSCCA,
737575,家登群益26購05,TW22Z7375753,2022/12/09,上櫃,,RWSCCA,
737576,精華群益26購01,TW22Z7375761,2022/12/09,上櫃,,RWSCCA,
737577,環球晶群益26購01,TW22Z7375779,2022/12/09,上櫃,,RWSCCA,
737578,聯亞群益27購02,TW22Z7375787,2022/12/09,上櫃,,RWSCCA,
737579,譜瑞元富26購01,TW22Z7375795,2022/12/12,上櫃,,RWSCCA,
737580,系統電麥證26購01,TW22Z7375803,2022/12/12,上櫃,,RWSCCE,
737581,聯亞麥證26購01,TW22Z7375811,2022/12/12,上櫃,,RWSCCE,
737582,元太國票27購02,TW22Z7375829,2022/12/12,上櫃,,RWSCCA,
737583,由田國票27購01,TW22Z7375837,2022/12/12,上櫃,,RWSCCA,
737584,良維國票27購01,TW22Z7375845,2022/12/12,上櫃,,RWSCCA,
737585,東洋國票27購01,TW22Z7375852,2022/12/12,上櫃,,RWSCCA,
737586,神準國票27購03,TW22Z7375860,2022/12/12,上櫃,,RWSCCA,
737587,健喬國票27購01,TW22Z7375878,2022/12/12,上櫃,,RWSCCA,
737588,鈊象國票27購01,TW22Z7375886,2022/12/12,上櫃,,RWSCCA,
737589,網家國票27購02,TW22Z7375894,2022/12/12,上櫃,,RWSCCA,
737590,德微國票27購03,TW22Z7375902,2022/12/12,上櫃,,RWSCCA,
737591,中天永豐27購01,TW22Z7375910,2022/12/12,上櫃,,RWSCCA,
737592,旺矽永豐27購01,TW22Z7375928,2022/12/12,上櫃,,RWSCCA,
737593,金居永豐27購01,TW22Z7375936,2022/12/12,上櫃,,RWSCCA,
737594,健喬永豐27購02,TW22Z7375944,2022/12/12,上櫃,,RWSCCA,
737595,業強永豐26購01,TW22Z7375951,2022/12/12,上櫃,,RWSCCA,
737596,精測永豐26購02,TW22Z7375969,2022/12/12,上櫃,,RWSCCA,
737597,聯亞永豐27購01,TW22Z7375977,2022/12/12,上櫃,,RWSCCA,
737598,昇達科富邦2A購01,TW22Z7375985,2022/12/12,上櫃,,RWSCCA,
737599,鈊象富邦28購01,TW22Z7375993,2022/12/12,上櫃,,RWSCCA,
737600,健喬凱基27購01,TW22Z7376009,2022/12/12,上櫃,,RWSCCA,
737601,榮剛凱基27購01,TW22Z7376017,2022/12/12,上櫃,,RWSCCA,
737602,精華凱基27購01,TW22Z7376025,2022/12/12,上櫃,,RWSCCA,
737603,廣明凱基27購01,TW22Z7376033,2022/12/12,上櫃,,RWSCCA,
737604,廣積凱基28購01,TW22Z7376041,2022/12/12,上櫃,,RWSCCA,
737605,聯亞凱基27購03,TW22Z7376058,2022/12/12,上櫃,,RWSCCA,
737606,寶雅凱基26購01,TW22Z7376066,2022/12/12,上櫃,,RWSCCA,
737607,台半群益27購01,TW22Z7376074,2022/12/12,上櫃,,RWSCCA,
737608,立端群益26購02,TW22Z7376082,2022/12/12,上櫃,,RWSCCA,
737609,聚積群益26購01,TW22Z7376090,2022/12/12,上櫃,,RWSCCA,
737610,驊訊群益28購01,TW22Z7376108,2022/12/12,上櫃,,RWSCCA,
737611,大宇資元大26購01,TW22Z7376116,2022/12/12,上櫃,,RWSCCA,
737612,台半元大26購04,TW22Z7376124,2022/12/12,上櫃,,RWSCCA,
737613,正基元大26購01,TW22Z7376132,2022/12/12,上櫃,,RWSCCA,
737614,系統電元大26購02,TW22Z7376140,2022/12/12,上櫃,,RWSCCA,
737615,亞信元大26購01,TW22Z7376157,2022/12/12,上櫃,,RWSCCA,
737616,茂達元大26購03,TW22Z7376165,2022/12/12,上櫃,,RWSCCA,
737617,原相元大26購01,TW22Z7376173,2022/12/12,上櫃,,RWSCCA,
737618,晶宏元大26購02,TW22Z7376181,2022/12/12,上櫃,,RWSCCA,
737619,碩禾元大26購01,TW22Z7376199,2022/12/12,上櫃,,RWSCCA,
737620,聯亞元大26購03,TW22Z7376207,2022/12/12,上櫃,,RWSCCA,
737621,立端元富29購01,TW22Z7376215,2022/12/13,上櫃,,RWSCCA,
737622,宜特元富2C購01,TW22Z7376223,2022/12/13,上櫃,,RWSCCA,
737623,茂迪國票27購01,TW22Z7376231,2022/12/13,上櫃,,RWSCCA,
737624,精測國票27購02,TW22Z7376249,2022/12/13,上櫃,,RWSCCA,
737625,信驊中信26購01,TW22Z7376256,2022/12/13,上櫃,,RWSCCE,
737626,聖暉*中信26購01,TW22Z7376264,2022/12/13,上櫃,,RWSCCE,
737627,91APP*永豐27購01,TW22Z7376272,2022/12/13,上櫃,,RWSCCA,
737628,台半永豐26購01,TW22Z7376280,2022/12/13,上櫃,,RWSCCA,
737629,茂迪永豐26購01,TW22Z7376298,2022/12/13,上櫃,,RWSCCA,
737630,91APP*凱基27購01,TW22Z7376306,2022/12/13,上櫃,,RWSCCA,
737631,中美晶凱基2A購01,TW22Z7376314,2022/12/13,上櫃,,RWSCCA,
737632,立端凱基27購03,TW22Z7376322,2022/12/13,上櫃,,RWSCCA,
737633,系統電凱基26購01,TW22Z7376330,2022/12/13,上櫃,,RWSCCA,
737634,宜特凱基2A購01,TW22Z7376348,2022/12/13,上櫃,,RWSCCA,
737635,茂迪凱基26購01,TW22Z7376355,2022/12/13,上櫃,,RWSCCA,
737636,閎康凱基27購01,TW22Z7376363,2022/12/13,上櫃,,RWSCCA,
737637,萬潤凱基27購01,TW22Z7376371,2022/12/13,上櫃,,RWSCCA,
737638,中美晶群益26購01,TW22Z7376389,2022/12/13,上櫃,,RWSCCA,
737639,旺矽群益26購02,TW22Z7376397,2022/12/13,上櫃,,RWSCCA,
737640,鈊象群益26購02,TW22Z7376405,2022/12/13,上櫃,,RWSCCA,
737641,譜瑞群益27購01,TW22Z7376413,2022/12/13,上櫃,,RWSCCA,
737642,中探針元大26購04,TW22Z7376421,2022/12/13,上櫃,,RWSCCA,
737643,立端元大26購03,TW22Z7376439,2022/12/13,上櫃,,RWSCCA,
737644,良維元大26購02,TW22Z7376447,2022/12/13,上櫃,,RWSCCA,
737645,健喬元大26購01,TW22Z7376454,2022/12/13,上櫃,,RWSCCA,
737646,健喬元大26購02,TW22Z7376462,2022/12/13,上櫃,,RWSCCA,
737647,鈊象元大26購04,TW22Z7376470,2022/12/13,上櫃,,RWSCCA,
737648,達爾膚元大26購01,TW22Z7376488,2022/12/13,上櫃,,RWSCCA,
737649,廣積元大26購02,TW22Z7376496,2022/12/13,上櫃,,RWSCCA,
737650,聯亞元大26購04,TW22Z7376504,2022/12/13,上櫃,,RWSCCA,
737651,元太中信29購02,TW22Z7376512,2022/12/14,上櫃,,RWSCCE,
737652,台半中信27購01,TW22Z7376520,2022/12/14,上櫃,,RWSCCE,
737653,泰博中信26購01,TW22Z7376538,2022/12/14,上櫃,,RWSCCE,
737654,碩禾中信27購01,TW22Z7376546,2022/12/14,上櫃,,RWSCCE,
737655,雙鴻中信28購01,TW22Z7376553,2022/12/14,上櫃,,RWSCCE,
737656,均豪永豐26購01,TW22Z7376561,2022/12/14,上櫃,,RWSCCA,
737657,東洋永豐27購01,TW22Z7376579,2022/12/14,上櫃,,RWSCCA,
737658,健喬永豐28購01,TW22Z7376587,2022/12/14,上櫃,,RWSCCA,
737659,晶呈永豐27購01,TW22Z7376595,2022/12/14,上櫃,,RWSCCA,
737660,碩禾永豐27購01,TW22Z7376603,2022/12/14,上櫃,,RWSCCA,
737661,晶呈元富28購01,TW22Z7376611,2022/12/15,上櫃,,RWSCCA,
737662,大田凱基27購01,TW22Z7376629,2022/12/14,上櫃,,RWSCCA,
737663,元太凱基29購02,TW22Z7376637,2022/12/14,上櫃,,RWSCCA,
737664,先進光凱基26購01,TW22Z7376645,2022/12/14,上櫃,,RWSCCA,
737665,茂迪凱基27購01,TW22Z7376652,2022/12/14,上櫃,,RWSCCA,
737666,健喬凱基26購02,TW22Z7376660,2022/12/14,上櫃,,RWSCCA,
737667,晶呈凱基27購01,TW22Z7376678,2022/12/14,上櫃,,RWSCCA,
737668,晶呈凱基28購01,TW22Z7376686,2022/12/14,上櫃,,RWSCCA,
737669,鈊象凱基26購03,TW22Z7376694,2022/12/14,上櫃,,RWSCCA,
737670,群聯凱基26購04,TW22Z7376702,2022/12/14,上櫃,,RWSCCA,
737671,達爾膚凱基26購01,TW22Z7376710,2022/12/14,上櫃,,RWSCCA,
737672,廣積凱基28購02,TW22Z7376728,2022/12/14,上櫃,,RWSCCA,
737673,聯亞凱基26購01,TW22Z7376736,2022/12/14,上櫃,,RWSCCA,
737674,同致富邦28購01,TW22Z7376744,2022/12/14,上櫃,,RWSCCA,
737675,晶呈國票27購01,TW22Z7376751,2022/12/14,上櫃,,RWSCCA,
737676,碩禾國票27購01,TW22Z7376769,2022/12/14,上櫃,,RWSCCA,
737677,91APP*元大26購01,TW22Z7376777,2022/12/14,上櫃,,RWSCCA,
737678,91APP*元大2A購01,TW22Z7376785,2022/12/14,上櫃,,RWSCCA,
737679,91APP*元大2B購01,TW22Z7376793,2022/12/14,上櫃,,RWSCCA,
737680,金居元大26購03,TW22Z7376801,2022/12/14,上櫃,,RWSCCA,
737681,健喬元大26購03,TW22Z7376819,2022/12/14,上櫃,,RWSCCA,
737682,晶呈元大28購02,TW22Z7376827,2022/12/14,上櫃,,RWSCCA,
737683,晶呈元大29購01,TW22Z7376835,2022/12/14,上櫃,,RWSCCA,
737684,閎康元大26購01,TW22Z7376843,2022/12/14,上櫃,,RWSCCA,
737685,鈊象元大2C購01,TW22Z7376850,2022/12/14,上櫃,,RWSCCA,
737686,達爾膚元大26購02,TW22Z7376868,2022/12/14,上櫃,,RWSCCA,
737687,德微元大28購01,TW22Z7376876,2022/12/14,上櫃,,RWSCCA,
737688,寶雅元大26購01,TW22Z7376884,2022/12/14,上櫃,,RWSCCA,
737689,晶呈國泰28購01,TW22Z7376892,2022/12/14,上櫃,,RWSCCA,
737690,聯亞國泰28購01,TW22Z7376900,2022/12/14,上櫃,,RWSCCA,
737691,91APP*群益27購01,TW22Z7376918,2022/12/14,上櫃,,RWSCCA,
737692,健喬群益27購01,TW22Z7376926,2022/12/15,上櫃,,RWSCCA,
737693,六角群益28購01,TW22Z7376934,2022/12/14,上櫃,,RWSCCA,
737694,昇達科群益26購02,TW22Z7376942,2022/12/14,上櫃,,RWSCCA,
737695,胡連群益27購01,TW22Z7376959,2022/12/14,上櫃,,RWSCCA,
737696,晶呈群益26購01,TW22Z7376967,2022/12/15,上櫃,,RWSCCA,
737697,榮剛群益27購01,TW22Z7376975,2022/12/14,上櫃,,RWSCCA,
737698,東洋凱基26購02,TW22Z7376983,2022/12/15,上櫃,,RWSCCA,
737699,家登凱基26購05,TW22Z7376991,2022/12/15,上櫃,,RWSCCA,
737700,健喬凱基28購01,TW22Z7377007,2022/12/15,上櫃,,RWSCCA,
737701,晶呈凱基26購01,TW22Z7377015,2022/12/15,上櫃,,RWSCCA,
737702,新漢凱基26購01,TW22Z7377023,2022/12/15,上櫃,,RWSCCA,
737703,新潤凱基26購01,TW22Z7377031,2022/12/15,上櫃,,RWSCCA,
737704,宏捷科元大2C購01,TW22Z7377049,2022/12/15,上櫃,,RWSCCA,
737705,旺矽元大29購01,TW22Z7377056,2022/12/15,上櫃,,RWSCCA,
737706,朋程元大26購01,TW22Z7377064,2022/12/15,上櫃,,RWSCCA,
737707,茂迪元大26購01,TW22Z7377072,2022/12/15,上櫃,,RWSCCA,
737708,茂迪元大2B購01,TW22Z7377080,2022/12/15,上櫃,,RWSCCA,
737709,健喬元大26購04,TW22Z7377098,2022/12/15,上櫃,,RWSCCA,
737710,健喬元大26購05,TW22Z7377106,2022/12/15,上櫃,,RWSCCA,
737711,閎康元大26購02,TW22Z7377114,2022/12/15,上櫃,,RWSCCA,
737712,萬潤元大26購01,TW22Z7377122,2022/12/15,上櫃,,RWSCCA,
737713,榮剛元大28購01,TW22Z7377130,2022/12/15,上櫃,,RWSCCA,
737714,環球晶中信27購02,TW22Z7377148,2022/12/15,上櫃,,RWSCCE,
737715,鐿鈦中信27購01,TW22Z7377155,2022/12/15,上櫃,,RWSCCE,
737716,茂迪群益26購01,TW22Z7377163,2022/12/15,上櫃,,RWSCCA,
737717,廣積群益26購03,TW22Z7377171,2022/12/15,上櫃,,RWSCCA,
737718,健喬永豐26購01,TW22Z7377189,2022/12/15,上櫃,,RWSCCA,
737719,鈊象國票27購02,TW22Z7377197,2022/12/15,上櫃,,RWSCCA,
737720,晶呈統一29購01,TW22Z7377205,2022/12/15,上櫃,,RWSCCA,
737721,中美晶中信28購01,TW22Z7377213,2022/12/16,上櫃,,RWSCCE,
737722,智擎中信28購02,TW22Z7377221,2022/12/16,上櫃,,RWSCCE,
737723,環球晶中信27購03,TW22Z7377239,2022/12/16,上櫃,,RWSCCE,
737724,晶呈麥證29購01,TW22Z7377247,2022/12/16,上櫃,,RWSCCE,
737725,元太康和27購03,TW22Z7377254,2022/12/16,上櫃,,RWSCCA,
737726,元太兆豐28購01,TW22Z7377262,2022/12/16,上櫃,,RWSCCA,
737727,威剛兆豐28購01,TW22Z7377270,2022/12/16,上櫃,,RWSCCA,
737728,大學光元大26購01,TW22Z7377288,2022/12/16,上櫃,,RWSCCA,
737729,元太元大26購05,TW22Z7377296,2022/12/16,上櫃,,RWSCCA,
737730,元太元大2A購01,TW22Z7377304,2022/12/16,上櫃,,RWSCCA,
737731,元太元大2B購01,TW22Z7377312,2022/12/16,上櫃,,RWSCCA,
737732,旺矽元大28購01,TW22Z7377320,2022/12/16,上櫃,,RWSCCA,
737733,明安元大26購01,TW22Z7377338,2022/12/16,上櫃,,RWSCCA,
737734,美琪瑪元大26購03,TW22Z7377346,2022/12/16,上櫃,,RWSCCA,
737735,榮剛元大28購02,TW22Z7377353,2022/12/16,上櫃,,RWSCCA,
737736,元太元富26購01,TW22Z7377361,2022/12/16,上櫃,,RWSCCA,
737737,元太元富26購02,TW22Z7377379,2022/12/16,上櫃,,RWSCCA,
737738,精測元富29購01,TW22Z7377387,2022/12/16,上櫃,,RWSCCA,
737739,中天凱基27購05,TW22Z7377395,2022/12/16,上櫃,,RWSCCA,
737740,世界凱基27購02,TW22Z7377403,2022/12/16,上櫃,,RWSCCA,
737741,昇達科凱基26購01,TW22Z7377411,2022/12/16,上櫃,,RWSCCA,
737742,朋程凱基26購01,TW22Z7377429,2022/12/16,上櫃,,RWSCCA,
737743,金居凱基26購01,TW22Z7377437,2022/12/16,上櫃,,RWSCCA,
737744,胡連凱基27購03,TW22Z7377445,2022/12/16,上櫃,,RWSCCA,
737745,榮剛凱基28購01,TW22Z7377452,2022/12/16,上櫃,,RWSCCA,
737746,元太群益26購08,TW22Z7377460,2022/12/16,上櫃,,RWSCCA,
737747,先進光群益26購01,TW22Z7377478,2022/12/16,上櫃,,RWSCCA,
737748,朋程群益26購01,TW22Z7377486,2022/12/16,上櫃,,RWSCCA,
737749,榮剛群益27購02,TW22Z7377494,2022/12/16,上櫃,,RWSCCA,
737750,碩禾群益26購01,TW22Z7377502,2022/12/16,上櫃,,RWSCCA,
737751,M31元富29購01,TW22Z7377510,2022/12/19,上櫃,,RWSCCA,
737752,雙鴻元富29購01,TW22Z7377528,2022/12/19,上櫃,,RWSCCA,
737753,M31凱基26購03,TW22Z7377536,2022/12/19,上櫃,,RWSCCA,
737754,元太凱基2A購01,TW22Z7377544,2022/12/19,上櫃,,RWSCCA,
737755,泰博凱基27購01,TW22Z7377551,2022/12/19,上櫃,,RWSCCA,
737756,M31麥證29購01,TW22Z7377569,2022/12/19,上櫃,,RWSCCE,
737757,大宇資國票27購02,TW22Z7377577,2022/12/19,上櫃,,RWSCCA,
737758,元太國票27購03,TW22Z7377585,2022/12/19,上櫃,,RWSCCA,
737759,譜瑞國票27購02,TW22Z7377593,2022/12/19,上櫃,,RWSCCA,
737760,元太元大26購06,TW22Z7377601,2022/12/19,上櫃,,RWSCCA,
737761,元太元大26購07,TW22Z7377619,2022/12/19,上櫃,,RWSCCA,
737762,元太元大2A購02,TW22Z7377627,2022/12/19,上櫃,,RWSCCA,
737763,系統電元大26購03,TW22Z7377635,2022/12/19,上櫃,,RWSCCA,
737764,旺矽元大26購03,TW22Z7377643,2022/12/19,上櫃,,RWSCCA,
737765,胡連元大26購02,TW22Z7377650,2022/12/19,上櫃,,RWSCCA,
737766,晶呈元大29購02,TW22Z7377668,2022/12/19,上櫃,,RWSCCA,
737767,M31國泰28購02,TW22Z7377676,2022/12/19,上櫃,,RWSCCA,
737768,元太群益26購09,TW22Z7377684,2022/12/19,上櫃,,RWSCCA,
737769,均豪群益26購01,TW22Z7377692,2022/12/19,上櫃,,RWSCCA,
737770,朋程群益26購02,TW22Z7377700,2022/12/19,上櫃,,RWSCCA,
737771,美琪瑪群益26購01,TW22Z7377718,2022/12/19,上櫃,,RWSCCA,
737772,華祺群益27購01,TW22Z7377726,2022/12/19,上櫃,,RWSCCA,
737773,鈊象群益26購03,TW22Z7377734,2022/12/19,上櫃,,RWSCCA,
737774,雙鴻兆豐28購01,TW22Z7377742,2022/12/19,上櫃,,RWSCCA,
737775,精測富邦28購01,TW22Z7377759,2022/12/19,上櫃,,RWSCCA,
737776,91APP*永豐27購02,TW22Z7377767,2022/12/19,上櫃,,RWSCCA,
737777,大江永豐27購01,TW22Z7377775,2022/12/19,上櫃,,RWSCCA,
737778,耕興永豐26購01,TW22Z7377783,2022/12/19,上櫃,,RWSCCA,
737779,M31中信26購01,TW22Z7377791,2022/12/19,上櫃,,RWSCCE,
737780,雙鴻中信27購01,TW22Z7377809,2022/12/19,上櫃,,RWSCCE,
737781,力旺國票26購01,TW22Z7377817,2022/12/20,上櫃,,RWSCCA,
737782,力旺國票26購02,TW22Z7377825,2022/12/20,上櫃,,RWSCCA,
737783,力旺國票27購01,TW22Z7377833,2022/12/20,上櫃,,RWSCCA,
737784,力旺國票27購02,TW22Z7377841,2022/12/20,上櫃,,RWSCCA,
737785,力旺國票28購01,TW22Z7377858,2022/12/20,上櫃,,RWSCCA,
737786,宇峻國票26購01,TW22Z7377866,2022/12/20,上櫃,,RWSCCA,
737787,智擎國票27購02,TW22Z7377874,2022/12/20,上櫃,,RWSCCA,
737788,力旺康和28購01,TW22Z7377882,2022/12/20,上櫃,,RWSCCA,
737789,大江群益26購01,TW22Z7377890,2022/12/20,上櫃,,RWSCCA,
737790,由田群益27購01,TW22Z7377908,2022/12/20,上櫃,,RWSCCA,
